序号,RealDisNo,REGIONID,GeoName,GroupName,DisasterTy,Longitude,Latitude,OccTime,ALARMGRADE,Rainfall,Rainfall01,Rainfall03,Rainfall06,Rainfall24,NOTES,REGIONNAME,单位名称,岩性特征,岩性名称,地形名称,地形坡度,地貌名称
959.0,2013090300000440,441621115000,河源市紫金县苏区镇永光村永新温百森,苏区镇永光村永新温百森,滑坡,,,2013-08-16 00:00:00,3,11.7,0,0,0,0,无坐标，暂给镇级坐标,龙窝、苏区、南岭和水墩平原～丘陵崩塌、滑坡地质灾害高易发亚区(A2),南山村组,英安－流纹质、流纹质火山碎屑岩，夹少量火山碎屑沉积岩,软岩,缓坡,10°~45°,小起伏山地
960.0,2013090300000441,441621115000,河源市紫金县苏区镇永光村永新许满妹,苏区镇永光村永新许满妹,滑坡,,,2013-08-16 00:00:00,3,11.7,0,0,0,0,无坐标，暂给镇级坐标,龙窝、苏区、南岭和水墩平原～丘陵崩塌、滑坡地质灾害高易发亚区(A2),南山村组,英安－流纹质、流纹质火山碎屑岩，夹少量火山碎屑沉积岩,软岩,缓坡,10°~45°,小起伏山地
961.0,2013090300000442,441621115000,河源市紫金县苏区镇永光村永新叶冠良,苏区镇永光村永新叶冠良,滑坡,,,2013-08-16 00:00:00,3,11.7,0,0,0,0,无坐标，暂给镇级坐标,龙窝、苏区、南岭和水墩平原～丘陵崩塌、滑坡地质灾害高易发亚区(A2),南山村组,英安－流纹质、流纹质火山碎屑岩，夹少量火山碎屑沉积岩,软岩,缓坡,10°~45°,小起伏山地
962.0,2013090300000443,441621115000,河源市紫金县苏区镇永光村永新叶运财,苏区镇永光村永新叶运财,滑坡,,,2013-08-16 00:00:00,3,11.7,0,0,0,0,无坐标，暂给镇级坐标,龙窝、苏区、南岭和水墩平原～丘陵崩塌、滑坡地质灾害高易发亚区(A2),南山村组,英安－流纹质、流纹质火山碎屑岩，夹少量火山碎屑沉积岩,软岩,缓坡,10°~45°,小起伏山地
963.0,2013090300000464,441621115000,河源市紫金县苏区镇永坑村坑肚钟兆洋、钟观松、钟观保,苏区镇永坑村坑肚钟兆洋、钟观松、钟观保,滑坡,,,2013-08-16 00:00:00,3,11.7,0,0,0,0,无坐标，暂给镇级坐标,龙窝、苏区、南岭和水墩平原～丘陵崩塌、滑坡地质灾害高易发亚区(A2),南山村组,英安－流纹质、流纹质火山碎屑岩，夹少量火山碎屑沉积岩,软岩,缓坡,10°~45°,小起伏山地
964.0,2013090300000465,441621115000,河源市紫金县苏区镇永坑村坑肚钟作链,苏区镇永坑村坑肚钟作链,滑坡,,,2013-08-16 00:00:00,3,11.7,0,0,0,0,无坐标，暂给镇级坐标,龙窝、苏区、南岭和水墩平原～丘陵崩塌、滑坡地质灾害高易发亚区(A2),南山村组,英安－流纹质、流纹质火山碎屑岩，夹少量火山碎屑沉积岩,软岩,缓坡,10°~45°,小起伏山地
965.0,2013090300000466,441621115000,河源市紫金县苏区镇永坑村庆店张长娇,苏区镇永坑村庆店张长娇,滑坡,,,2013-08-16 00:00:00,3,11.7,0,0,0,0,无坐标，暂给镇级坐标,龙窝、苏区、南岭和水墩平原～丘陵崩塌、滑坡地质灾害高易发亚区(A2),南山村组,英安－流纹质、流纹质火山碎屑岩，夹少量火山碎屑沉积岩,软岩,缓坡,10°~45°,小起伏山地
966.0,2013090300000467,441621115000,河源市紫金县苏区镇永坑村庆店张其安,苏区镇永坑村庆店张其安,滑坡,,,2013-08-16 00:00:00,3,11.7,0,0,0,0,无坐标，暂给镇级坐标,龙窝、苏区、南岭和水墩平原～丘陵崩塌、滑坡地质灾害高易发亚区(A2),南山村组,英安－流纹质、流纹质火山碎屑岩，夹少量火山碎屑沉积岩,软岩,缓坡,10°~45°,小起伏山地
967.0,2013090300000468,441621115000,河源市紫金县苏区镇永坑村庆店钟百聪,苏区镇永坑村庆店钟百聪,滑坡,,,2013-08-16 00:00:00,3,11.7,0,0,0,0,无坐标，暂给镇级坐标,龙窝、苏区、南岭和水墩平原～丘陵崩塌、滑坡地质灾害高易发亚区(A2),南山村组,英安－流纹质、流纹质火山碎屑岩，夹少量火山碎屑沉积岩,软岩,缓坡,10°~45°,小起伏山地
968.0,2013090300000469,441621115000,河源市紫金县苏区镇永坑村庆店钟百谦,苏区镇永坑村庆店钟百谦,滑坡,,,2013-08-16 00:00:00,3,11.7,0,0,0,0,无坐标，暂给镇级坐标,龙窝、苏区、南岭和水墩平原～丘陵崩塌、滑坡地质灾害高易发亚区(A2),南山村组,英安－流纹质、流纹质火山碎屑岩，夹少量火山碎屑沉积岩,软岩,缓坡,10°~45°,小起伏山地
969.0,2013090300000470,441621115000,河源市紫金县苏区镇永坑村庆店钟丙英,苏区镇永坑村庆店钟丙英,滑坡,,,2013-08-16 00:00:00,3,11.7,0,0,0,0,无坐标，暂给镇级坐标,龙窝、苏区、南岭和水墩平原～丘陵崩塌、滑坡地质灾害高易发亚区(A2),南山村组,英安－流纹质、流纹质火山碎屑岩，夹少量火山碎屑沉积岩,软岩,缓坡,10°~45°,小起伏山地
970.0,2013090300000471,441621115000,河源市紫金县苏区镇永坑村庆店钟呈焕,苏区镇永坑村庆店钟呈焕,滑坡,,,2013-08-16 00:00:00,3,11.7,0,0,0,0,无坐标，暂给镇级坐标,龙窝、苏区、南岭和水墩平原～丘陵崩塌、滑坡地质灾害高易发亚区(A2),南山村组,英安－流纹质、流纹质火山碎屑岩，夹少量火山碎屑沉积岩,软岩,缓坡,10°~45°,小起伏山地
971.0,2013090300000472,441621115000,河源市紫金县苏区镇永坑村庆店钟德光,苏区镇永坑村庆店钟德光,滑坡,,,2013-08-16 00:00:00,3,11.7,0,0,0,0,无坐标，暂给镇级坐标,龙窝、苏区、南岭和水墩平原～丘陵崩塌、滑坡地质灾害高易发亚区(A2),南山村组,英安－流纹质、流纹质火山碎屑岩，夹少量火山碎屑沉积岩,软岩,缓坡,10°~45°,小起伏山地
972.0,2013090300000473,441621115000,河源市紫金县苏区镇永坑村庆店钟东桥,苏区镇永坑村庆店钟东桥,滑坡,,,2013-08-16 00:00:00,3,11.7,0,0,0,0,无坐标，暂给镇级坐标,龙窝、苏区、南岭和水墩平原～丘陵崩塌、滑坡地质灾害高易发亚区(A2),南山村组,英安－流纹质、流纹质火山碎屑岩，夹少量火山碎屑沉积岩,软岩,缓坡,10°~45°,小起伏山地
973.0,2013090300000474,441621115000,河源市紫金县苏区镇永坑村庆店钟干恩,苏区镇永坑村庆店钟干恩,滑坡,,,2013-08-16 00:00:00,3,11.7,0,0,0,0,无坐标，暂给镇级坐标,龙窝、苏区、南岭和水墩平原～丘陵崩塌、滑坡地质灾害高易发亚区(A2),南山村组,英安－流纹质、流纹质火山碎屑岩，夹少量火山碎屑沉积岩,软岩,缓坡,10°~45°,小起伏山地
974.0,2013090300000495,441621115000,河源市紫金县苏区镇永坑村庆店钟育梧,苏区镇永坑村庆店钟育梧,滑坡,,,2013-08-16 00:00:00,3,11.7,0,0,0,0,无坐标，暂给镇级坐标,龙窝、苏区、南岭和水墩平原～丘陵崩塌、滑坡地质灾害高易发亚区(A2),南山村组,英安－流纹质、流纹质火山碎屑岩，夹少量火山碎屑沉积岩,软岩,缓坡,10°~45°,小起伏山地
975.0,2013090300000496,441621115000,河源市紫金县苏区镇永坑村庆店钟月浪,苏区镇永坑村庆店钟月浪,滑坡,,,2013-08-16 00:00:00,3,11.7,0,0,0,0,无坐标，暂给镇级坐标,龙窝、苏区、南岭和水墩平原～丘陵崩塌、滑坡地质灾害高易发亚区(A2),南山村组,英安－流纹质、流纹质火山碎屑岩，夹少量火山碎屑沉积岩,软岩,缓坡,10°~45°,小起伏山地
976.0,2013090300000497,441621115000,河源市紫金县苏区镇永坑村庆店钟云碧,苏区镇永坑村庆店钟云碧,滑坡,,,2013-08-16 00:00:00,3,11.7,0,0,0,0,无坐标，暂给镇级坐标,龙窝、苏区、南岭和水墩平原～丘陵崩塌、滑坡地质灾害高易发亚区(A2),南山村组,英安－流纹质、流纹质火山碎屑岩，夹少量火山碎屑沉积岩,软岩,缓坡,10°~45°,小起伏山地
977.0,2013090300000498,441621115000,河源市紫金县苏区镇永坑村庆店钟云飞,苏区镇永坑村庆店钟云飞,滑坡,,,2013-08-16 00:00:00,3,11.7,0,0,0,0,无坐标，暂给镇级坐标,龙窝、苏区、南岭和水墩平原～丘陵崩塌、滑坡地质灾害高易发亚区(A2),南山村组,英安－流纹质、流纹质火山碎屑岩，夹少量火山碎屑沉积岩,软岩,缓坡,10°~45°,小起伏山地
978.0,2013090300000499,441621115000,河源市紫金县苏区镇永坑村庆店钟泽香,苏区镇永坑村庆店钟泽香,滑坡,,,2013-08-16 00:00:00,3,11.7,0,0,0,0,无坐标，暂给镇级坐标,龙窝、苏区、南岭和水墩平原～丘陵崩塌、滑坡地质灾害高易发亚区(A2),南山村组,英安－流纹质、流纹质火山碎屑岩，夹少量火山碎屑沉积岩,软岩,缓坡,10°~45°,小起伏山地
979.0,2013090300000500,441621115000,河源市紫金县苏区镇永坑村庆店钟增明,苏区镇永坑村庆店钟增明,滑坡,,,2013-08-16 00:00:00,3,11.7,0,0,0,0,无坐标，暂给镇级坐标,龙窝、苏区、南岭和水墩平原～丘陵崩塌、滑坡地质灾害高易发亚区(A2),南山村组,英安－流纹质、流纹质火山碎屑岩，夹少量火山碎屑沉积岩,软岩,缓坡,10°~45°,小起伏山地
980.0,2013090300000501,441621115000,河源市紫金县苏区镇永坑村庆店钟振南,苏区镇永坑村庆店钟振南,滑坡,,,2013-08-16 00:00:00,3,11.7,0,0,0,0,无坐标，暂给镇级坐标,龙窝、苏区、南岭和水墩平原～丘陵崩塌、滑坡地质灾害高易发亚区(A2),南山村组,英安－流纹质、流纹质火山碎屑岩，夹少量火山碎屑沉积岩,软岩,缓坡,10°~45°,小起伏山地
981.0,2013090300000502,441621115000,河源市紫金县苏区镇永坑村庆店钟振琴,苏区镇永坑村庆店钟振琴,滑坡,,,2013-08-16 00:00:00,3,11.7,0,0,0,0,无坐标，暂给镇级坐标,龙窝、苏区、南岭和水墩平原～丘陵崩塌、滑坡地质灾害高易发亚区(A2),南山村组,英安－流纹质、流纹质火山碎屑岩，夹少量火山碎屑沉积岩,软岩,缓坡,10°~45°,小起伏山地
982.0,2013090300000503,441621115000,河源市紫金县苏区镇永坑村庆店钟作源,苏区镇永坑村庆店钟作源,滑坡,,,2013-08-16 00:00:00,3,11.7,0,0,0,0,无坐标，暂给镇级坐标,龙窝、苏区、南岭和水墩平原～丘陵崩塌、滑坡地质灾害高易发亚区(A2),南山村组,英安－流纹质、流纹质火山碎屑岩，夹少量火山碎屑沉积岩,软岩,缓坡,10°~45°,小起伏山地
983.0,2013090300000504,441621115000,河源市紫金县苏区镇永坑村仙女钟安辉钟水清,苏区镇永坑村仙女钟安辉钟水清,滑坡,,,2013-08-16 00:00:00,3,11.7,0,0,0,0,无坐标，暂给镇级坐标,龙窝、苏区、南岭和水墩平原～丘陵崩塌、滑坡地质灾害高易发亚区(A2),南山村组,英安－流纹质、流纹质火山碎屑岩，夹少量火山碎屑沉积岩,软岩,缓坡,10°~45°,小起伏山地
984.0,2013090300000505,441621115000,河源市紫金县苏区镇永坑村仙女钟北洋钟南洋,苏区镇永坑村仙女钟北洋钟南洋,滑坡,,,2013-08-16 00:00:00,3,11.7,0,0,0,0,无坐标，暂给镇级坐标,龙窝、苏区、南岭和水墩平原～丘陵崩塌、滑坡地质灾害高易发亚区(A2),南山村组,英安－流纹质、流纹质火山碎屑岩，夹少量火山碎屑沉积岩,软岩,缓坡,10°~45°,小起伏山地
985.0,2013090300000506,441621115000,河源市紫金县苏区镇永坑村仙女钟进发,苏区镇永坑村仙女钟进发,滑坡,,,2013-08-16 00:00:00,3,11.7,0,0,0,0,无坐标，暂给镇级坐标,龙窝、苏区、南岭和水墩平原～丘陵崩塌、滑坡地质灾害高易发亚区(A2),南山村组,英安－流纹质、流纹质火山碎屑岩，夹少量火山碎屑沉积岩,软岩,缓坡,10°~45°,小起伏山地
986.0,2013090300000507,441621115000,河源市紫金县苏区镇永坑村仙女钟俊球,苏区镇永坑村仙女钟俊球,滑坡,,,2013-08-16 00:00:00,3,11.7,0,0,0,0,无坐标，暂给镇级坐标,龙窝、苏区、南岭和水墩平原～丘陵崩塌、滑坡地质灾害高易发亚区(A2),南山村组,英安－流纹质、流纹质火山碎屑岩，夹少量火山碎屑沉积岩,软岩,缓坡,10°~45°,小起伏山地
987.0,2013090300000508,441621115000,河源市紫金县苏区镇永坑村仙女钟灵统,苏区镇永坑村仙女钟灵统,滑坡,,,2013-08-16 00:00:00,3,11.7,0,0,0,0,无坐标，暂给镇级坐标,龙窝、苏区、南岭和水墩平原～丘陵崩塌、滑坡地质灾害高易发亚区(A2),南山村组,英安－流纹质、流纹质火山碎屑岩，夹少量火山碎屑沉积岩,软岩,缓坡,10°~45°,小起伏山地
988.0,2013090300000509,441621115000,河源市紫金县苏区镇永坑村仙女钟灵锡,苏区镇永坑村仙女钟灵锡,滑坡,,,2013-08-16 00:00:00,3,11.7,0,0,0,0,无坐标，暂给镇级坐标,龙窝、苏区、南岭和水墩平原～丘陵崩塌、滑坡地质灾害高易发亚区(A2),南山村组,英安－流纹质、流纹质火山碎屑岩，夹少量火山碎屑沉积岩,软岩,缓坡,10°~45°,小起伏山地
989.0,2013090300000510,441621115000,河源市紫金县苏区镇永坑村仙女钟茂皇,苏区镇永坑村仙女钟茂皇,滑坡,,,2013-08-16 00:00:00,3,11.7,0,0,0,0,无坐标，暂给镇级坐标,龙窝、苏区、南岭和水墩平原～丘陵崩塌、滑坡地质灾害高易发亚区(A2),南山村组,英安－流纹质、流纹质火山碎屑岩，夹少量火山碎屑沉积岩,软岩,缓坡,10°~45°,小起伏山地
990.0,2013090300000511,441621115000,河源市紫金县苏区镇永坑村仙女钟少宏钟少波,苏区镇永坑村仙女钟少宏钟少波,滑坡,,,2013-08-16 00:00:00,3,11.7,0,0,0,0,无坐标，暂给镇级坐标,龙窝、苏区、南岭和水墩平原～丘陵崩塌、滑坡地质灾害高易发亚区(A2),南山村组,英安－流纹质、流纹质火山碎屑岩，夹少量火山碎屑沉积岩,软岩,缓坡,10°~45°,小起伏山地
991.0,2013090300000512,441621115000,河源市紫金县苏区镇永坑村仙女钟少基,苏区镇永坑村仙女钟少基,滑坡,,,2013-08-16 00:00:00,3,11.7,0,0,0,0,无坐标，暂给镇级坐标,龙窝、苏区、南岭和水墩平原～丘陵崩塌、滑坡地质灾害高易发亚区(A2),南山村组,英安－流纹质、流纹质火山碎屑岩，夹少量火山碎屑沉积岩,软岩,缓坡,10°~45°,小起伏山地
992.0,2013090300000513,441621115000,河源市紫金县苏区镇永坑村仙女钟永杰,苏区镇永坑村仙女钟永杰,滑坡,,,2013-08-16 00:00:00,3,11.7,0,0,0,0,无坐标，暂给镇级坐标,龙窝、苏区、南岭和水墩平原～丘陵崩塌、滑坡地质灾害高易发亚区(A2),南山村组,英安－流纹质、流纹质火山碎屑岩，夹少量火山碎屑沉积岩,软岩,缓坡,10°~45°,小起伏山地
993.0,2013090300000514,441621115000,河源市紫金县苏区镇永坑村仙女钟育康,苏区镇永坑村仙女钟育康,滑坡,,,2013-08-16 00:00:00,3,11.7,0,0,0,0,无坐标，暂给镇级坐标,龙窝、苏区、南岭和水墩平原～丘陵崩塌、滑坡地质灾害高易发亚区(A2),南山村组,英安－流纹质、流纹质火山碎屑岩，夹少量火山碎屑沉积岩,软岩,缓坡,10°~45°,小起伏山地
994.0,2013090300000242,441621115000,河源市紫金县苏区镇赤溪村油谷坑练林清,苏区镇赤溪村油谷坑练林清,滑坡,,,2013-08-16 00:00:00,3,11.7,0,0,0,0,无坐标，暂给镇级坐标,龙窝、苏区、南岭和水墩平原～丘陵崩塌、滑坡地质灾害高易发亚区(A2),南山村组,英安－流纹质、流纹质火山碎屑岩，夹少量火山碎屑沉积岩,软岩,缓坡,10°~45°,小起伏山地
995.0,2013090300000243,441621115000,河源市紫金县苏区镇赤溪村油谷坑温俊源,苏区镇赤溪村油谷坑温俊源,滑坡,,,2013-08-16 00:00:00,3,11.7,0,0,0,0,无坐标，暂给镇级坐标,龙窝、苏区、南岭和水墩平原～丘陵崩塌、滑坡地质灾害高易发亚区(A2),南山村组,英安－流纹质、流纹质火山碎屑岩，夹少量火山碎屑沉积岩,软岩,缓坡,10°~45°,小起伏山地
996.0,2013090300000244,441621115000,河源市紫金县苏区镇赤溪村油谷坑温明祥,苏区镇赤溪村油谷坑温明祥,滑坡,,,2013-08-16 00:00:00,3,11.7,0,0,0,0,无坐标，暂给镇级坐标,龙窝、苏区、南岭和水墩平原～丘陵崩塌、滑坡地质灾害高易发亚区(A2),南山村组,英安－流纹质、流纹质火山碎屑岩，夹少量火山碎屑沉积岩,软岩,缓坡,10°~45°,小起伏山地
997.0,2013090300000245,441621115000,河源市紫金县苏区镇赤溪村油谷坑温乃旺,苏区镇赤溪村油谷坑温乃旺,滑坡,,,2013-08-16 00:00:00,3,11.7,0,0,0,0,无坐标，暂给镇级坐标,龙窝、苏区、南岭和水墩平原～丘陵崩塌、滑坡地质灾害高易发亚区(A2),南山村组,英安－流纹质、流纹质火山碎屑岩，夹少量火山碎屑沉积岩,软岩,缓坡,10°~45°,小起伏山地
998.0,2013090300000246,441621115000,河源市紫金县苏区镇赤溪村油谷坑温显各,苏区镇赤溪村油谷坑温显各,滑坡,,,2013-08-16 00:00:00,3,11.7,0,0,0,0,无坐标，暂给镇级坐标,龙窝、苏区、南岭和水墩平原～丘陵崩塌、滑坡地质灾害高易发亚区(A2),南山村组,英安－流纹质、流纹质火山碎屑岩，夹少量火山碎屑沉积岩,软岩,缓坡,10°~45°,小起伏山地
999.0,2013090300000247,441621115000,河源市紫金县苏区镇赤溪村油谷坑温耀权,苏区镇赤溪村油谷坑温耀权,滑坡,,,2013-08-16 00:00:00,3,11.7,0,0,0,0,无坐标，暂给镇级坐标,龙窝、苏区、南岭和水墩平原～丘陵崩塌、滑坡地质灾害高易发亚区(A2),南山村组,英安－流纹质、流纹质火山碎屑岩，夹少量火山碎屑沉积岩,软岩,缓坡,10°~45°,小起伏山地
1000.0,2013090300000248,441621115000,河源市紫金县苏区镇赤溪村油谷坑杨国成,苏区镇赤溪村油谷坑杨国成,滑坡,,,2013-08-16 00:00:00,3,11.7,0,0,0,0,无坐标，暂给镇级坐标,龙窝、苏区、南岭和水墩平原～丘陵崩塌、滑坡地质灾害高易发亚区(A2),南山村组,英安－流纹质、流纹质火山碎屑岩，夹少量火山碎屑沉积岩,软岩,缓坡,10°~45°,小起伏山地
1001.0,2013090300000249,441621115000,河源市紫金县苏区镇赤溪村油谷坑曾良英,苏区镇赤溪村油谷坑曾良英,滑坡,,,2013-08-16 00:00:00,3,11.7,0,0,0,0,无坐标，暂给镇级坐标,龙窝、苏区、南岭和水墩平原～丘陵崩塌、滑坡地质灾害高易发亚区(A2),南山村组,英安－流纹质、流纹质火山碎屑岩，夹少量火山碎屑沉积岩,软岩,缓坡,10°~45°,小起伏山地
1002.0,2013090300000250,441621115000,河源市紫金县苏区镇赤溪村油谷坑钟文奎,苏区镇赤溪村油谷坑钟文奎,滑坡,,,2013-08-16 00:00:00,3,11.7,0,0,0,0,无坐标，暂给镇级坐标,龙窝、苏区、南岭和水墩平原～丘陵崩塌、滑坡地质灾害高易发亚区(A2),南山村组,英安－流纹质、流纹质火山碎屑岩，夹少量火山碎屑沉积岩,软岩,缓坡,10°~45°,小起伏山地
1003.0,2013090300000251,441621115000,河源市紫金县苏区镇黄布村径口黄标英,苏区镇黄布村径口黄标英,滑坡,,,2013-08-16 00:00:00,3,11.7,0,0,0,0,无坐标，暂给镇级坐标,龙窝、苏区、南岭和水墩平原～丘陵崩塌、滑坡地质灾害高易发亚区(A2),南山村组,英安－流纹质、流纹质火山碎屑岩，夹少量火山碎屑沉积岩,软岩,缓坡,10°~45°,小起伏山地
1004.0,2013090300000252,441621115000,河源市紫金县苏区镇黄布村径口黄初香,苏区镇黄布村径口黄初香,滑坡,,,2013-08-16 00:00:00,3,11.7,0,0,0,0,无坐标，暂给镇级坐标,龙窝、苏区、南岭和水墩平原～丘陵崩塌、滑坡地质灾害高易发亚区(A2),南山村组,英安－流纹质、流纹质火山碎屑岩，夹少量火山碎屑沉积岩,软岩,缓坡,10°~45°,小起伏山地
1005.0,2013090300000253,441621115000,河源市紫金县苏区镇黄布村径口黄传英,苏区镇黄布村径口黄传英,滑坡,,,2013-08-16 00:00:00,3,11.7,0,0,0,0,无坐标，暂给镇级坐标,龙窝、苏区、南岭和水墩平原～丘陵崩塌、滑坡地质灾害高易发亚区(A2),南山村组,英安－流纹质、流纹质火山碎屑岩，夹少量火山碎屑沉积岩,软岩,缓坡,10°~45°,小起伏山地
1006.0,2013090300000254,441621115000,河源市紫金县苏区镇黄布村径口黄法先,苏区镇黄布村径口黄法先,滑坡,,,2013-08-16 00:00:00,3,11.7,0,0,0,0,无坐标，暂给镇级坐标,龙窝、苏区、南岭和水墩平原～丘陵崩塌、滑坡地质灾害高易发亚区(A2),南山村组,英安－流纹质、流纹质火山碎屑岩，夹少量火山碎屑沉积岩,软岩,缓坡,10°~45°,小起伏山地
1007.0,2013090300000255,441621115000,河源市紫金县苏区镇黄布村径口黄剑,苏区镇黄布村径口黄剑,滑坡,,,2013-08-16 00:00:00,3,11.7,0,0,0,0,无坐标，暂给镇级坐标,龙窝、苏区、南岭和水墩平原～丘陵崩塌、滑坡地质灾害高易发亚区(A2),南山村组,英安－流纹质、流纹质火山碎屑岩，夹少量火山碎屑沉积岩,软岩,缓坡,10°~45°,小起伏山地
1008.0,2013090300000256,441621115000,河源市紫金县苏区镇黄布村径口黄景华等4户,苏区镇黄布村径口黄景华等4户,滑坡,,,2013-08-16 00:00:00,3,11.7,0,0,0,0,无坐标，暂给镇级坐标,龙窝、苏区、南岭和水墩平原～丘陵崩塌、滑坡地质灾害高易发亚区(A2),南山村组,英安－流纹质、流纹质火山碎屑岩，夹少量火山碎屑沉积岩,软岩,缓坡,10°~45°,小起伏山地
1009.0,2013090300000257,441621115000,河源市紫金县苏区镇黄布村径口黄庆标等5户,苏区镇黄布村径口黄庆标等5户,滑坡,,,2013-08-16 00:00:00,3,11.7,0,0,0,0,无坐标，暂给镇级坐标,龙窝、苏区、南岭和水墩平原～丘陵崩塌、滑坡地质灾害高易发亚区(A2),南山村组,英安－流纹质、流纹质火山碎屑岩，夹少量火山碎屑沉积岩,软岩,缓坡,10°~45°,小起伏山地
1010.0,2013090300000258,441621115000,河源市紫金县苏区镇黄布村径口黄潭光,苏区镇黄布村径口黄潭光,滑坡,,,2013-08-16 00:00:00,3,11.7,0,0,0,0,无坐标，暂给镇级坐标,龙窝、苏区、南岭和水墩平原～丘陵崩塌、滑坡地质灾害高易发亚区(A2),南山村组,英安－流纹质、流纹质火山碎屑岩，夹少量火山碎屑沉积岩,软岩,缓坡,10°~45°,小起伏山地
1011.0,2013090300000259,441621115000,河源市紫金县苏区镇黄布村径口黄挺英,苏区镇黄布村径口黄挺英,滑坡,,,2013-08-16 00:00:00,3,11.7,0,0,0,0,无坐标，暂给镇级坐标,龙窝、苏区、南岭和水墩平原～丘陵崩塌、滑坡地质灾害高易发亚区(A2),南山村组,英安－流纹质、流纹质火山碎屑岩，夹少量火山碎屑沉积岩,软岩,缓坡,10°~45°,小起伏山地
1012.0,2013090300000260,441621115000,河源市紫金县苏区镇黄布村径口黄伟东,苏区镇黄布村径口黄伟东,滑坡,,,2013-08-16 00:00:00,3,11.7,0,0,0,0,无坐标，暂给镇级坐标,龙窝、苏区、南岭和水墩平原～丘陵崩塌、滑坡地质灾害高易发亚区(A2),南山村组,英安－流纹质、流纹质火山碎屑岩，夹少量火山碎屑沉积岩,软岩,缓坡,10°~45°,小起伏山地
1013.0,2013090300000280,441621115000,河源市紫金县苏区镇龙上村横径许达源等9户,苏区镇龙上村横径许达源等9户,滑坡,,,2013-08-16 00:00:00,3,11.7,0,0,0,0,无坐标，暂给镇级坐标,龙窝、苏区、南岭和水墩平原～丘陵崩塌、滑坡地质灾害高易发亚区(A2),南山村组,英安－流纹质、流纹质火山碎屑岩，夹少量火山碎屑沉积岩,软岩,缓坡,10°~45°,小起伏山地
1014.0,2013090300000281,441621115000,河源市紫金县苏区镇龙上村上坑许更安等8户,苏区镇龙上村上坑许更安等8户,滑坡,,,2013-08-16 00:00:00,3,11.7,0,0,0,0,无坐标，暂给镇级坐标,龙窝、苏区、南岭和水墩平原～丘陵崩塌、滑坡地质灾害高易发亚区(A2),南山村组,英安－流纹质、流纹质火山碎屑岩，夹少量火山碎屑沉积岩,软岩,缓坡,10°~45°,小起伏山地
1015.0,2013090300000282,441621115000,河源市紫金县苏区镇龙上村上坑钟庚英,苏区镇龙上村上坑钟庚英,滑坡,,,2013-08-16 00:00:00,3,11.7,0,0,0,0,无坐标，暂给镇级坐标,龙窝、苏区、南岭和水墩平原～丘陵崩塌、滑坡地质灾害高易发亚区(A2),南山村组,英安－流纹质、流纹质火山碎屑岩，夹少量火山碎屑沉积岩,软岩,缓坡,10°~45°,小起伏山地
1016.0,2013090300000283,441621115000,河源市紫金县苏区镇龙上村时坑许观招等10户,苏区镇龙上村时坑许观招等10户,滑坡,,,2013-08-16 00:00:00,3,11.7,0,0,0,0,无坐标，暂给镇级坐标,龙窝、苏区、南岭和水墩平原～丘陵崩塌、滑坡地质灾害高易发亚区(A2),南山村组,英安－流纹质、流纹质火山碎屑岩，夹少量火山碎屑沉积岩,软岩,缓坡,10°~45°,小起伏山地
1017.0,2013090300000284,441621115000,河源市紫金县苏区镇龙上村时坑许建兴、许添兴,苏区镇龙上村时坑许建兴、许添兴,滑坡,,,2013-08-16 00:00:00,3,11.7,0,0,0,0,无坐标，暂给镇级坐标,龙窝、苏区、南岭和水墩平原～丘陵崩塌、滑坡地质灾害高易发亚区(A2),南山村组,英安－流纹质、流纹质火山碎屑岩，夹少量火山碎屑沉积岩,软岩,缓坡,10°~45°,小起伏山地
1018.0,2013090300000285,441621115000,河源市紫金县苏区镇龙上村时坑许侵才许国才,苏区镇龙上村时坑许侵才许国才,滑坡,,,2013-08-16 00:00:00,3,11.7,0,0,0,0,无坐标，暂给镇级坐标,龙窝、苏区、南岭和水墩平原～丘陵崩塌、滑坡地质灾害高易发亚区(A2),南山村组,英安－流纹质、流纹质火山碎屑岩，夹少量火山碎屑沉积岩,软岩,缓坡,10°~45°,小起伏山地
1019.0,2013090300000286,441621115000,河源市紫金县苏区镇龙上村时坑许育兴,苏区镇龙上村时坑许育兴,滑坡,,,2013-08-16 00:00:00,3,11.7,0,0,0,0,无坐标，暂给镇级坐标,龙窝、苏区、南岭和水墩平原～丘陵崩塌、滑坡地质灾害高易发亚区(A2),南山村组,英安－流纹质、流纹质火山碎屑岩，夹少量火山碎屑沉积岩,软岩,缓坡,10°~45°,小起伏山地
1020.0,2013090300000287,441621115000,河源市紫金县苏区镇龙上村下坑许达辉,苏区镇龙上村下坑许达辉,滑坡,,,2013-08-16 00:00:00,3,11.7,0,0,0,0,无坐标，暂给镇级坐标,龙窝、苏区、南岭和水墩平原～丘陵崩塌、滑坡地质灾害高易发亚区(A2),南山村组,英安－流纹质、流纹质火山碎屑岩，夹少量火山碎屑沉积岩,软岩,缓坡,10°~45°,小起伏山地
