序号,RealDisNo,REGIONID,GeoName,GroupName,DisasterTy,Longitude,Latitude,OccTime,ALARMGRADE,Rainfall,Rainfall01,Rainfall03,Rainfall06,Rainfall24,NOTES,REGIONNAME,单位名称,岩性特征,岩性名称,地形名称,地形坡度,地貌名称
1.0,2012062600000063,441426117000,平远县东石镇洋背村洋背岗,东石镇洋背村洋背岗,地面塌陷,,,2012-01-22 00:00:00,3,7,0,0.5,3.5,3.5,无坐标，暂给镇级坐标,东石～河头东北沉积岩、变质岩及安山岩多岩性丘陵、中低山滑坡、崩塌中易发亚区,,,未知,平地,＜10°,中起伏山地
2.0,2012062600000007,440111014000,广州市白云区广州大学附属实验学校,广州大学附属实验学校,地面沉降,,,2012-02-07 00:00:00,3,9.4,0.5,3,3.5,3.5,无坐标，暂给镇级坐标,江高镇—石门街道—新市街道—金沙街道地面塌陷、滑坡、崩塌高易发亚区,睦岗组,砂质粘土、粘土、淤泥夹腐木,极软岩,平地,＜10°,低海拔平原
3.0,2012062600000033,441882005000,连州市九陂镇白石村委会石街头村,九陂镇白石村委会石街头村,地面塌陷,,,2012-02-25 00:00:00,3,0,0,0,0,0,无坐标，暂给镇级坐标,九陂～保安灰岩、砂岩平原、丘陵崩塌中易发亚区,八村群（包括牛角河组、高滩组及水石组）,中细粒长石石英砂岩、长石石英粉砂岩、砂质板岩、绢云母板岩为一套浅变质岩，底部以碳质页岩或石煤层为标志,较软岩,平地,＜10°,小起伏山地
4.0,2012062600000001,441622100000,河源市龙川县老隆街第一小学B校区教学楼后山,老隆街第一小学B校区教学楼后山,崩塌,,,2012-02-29 00:00:00,3,11.2,2.5,2.5,27.5,27.5,无坐标，暂给镇级坐标,紫市镇、黄布镇、鹤市镇、通衢镇、老隆镇、登云镇、丰稔镇、铁场镇、四都镇、佗城镇、红星林场、义都镇中易发区,优胜组,火山质砾岩、流纹岩、流纹－英安质熔岩、沉凝灰岩、玄武岩,较软岩,平地,＜10°,小起伏山地
5.0,2012062600000008,440606006000,佛山市顺德区高黎居委固化宅基地片区,高黎居委固化宅基地片区,地面沉降,,,2012-03-02 00:00:00,3,0.1,0,0,0.5,0.5,无坐标，暂给镇级坐标,容桂街道、勒流街道、大良街道中易发区,万顷沙组,砂、含砾砂及含砾砂质淤泥,较软岩,平地,＜10°,低海拔平原
6.0,2012062600000066,441802105000,清远市高新区经济开发区,高新区经济开发区,泥石流,,,2012-03-05 00:00:00,3,36.3,0,0,5.5,5.5,无坐标，暂给镇级坐标,石角镇、清远市国营银盏林场、龙塘镇、洲心街道、源潭镇中易发区,晚侏罗世二长花岗岩,中粒斑状黑云母二长花岗岩,坚硬岩,平地,＜10°,小起伏山地
7.0,2012062600000004,441223115000,广宁县古水黄洞鱼翁村,古水黄洞鱼翁村,崩塌,,,2012-03-05 00:00:00,3,59.7,0,0,18,18,无坐标，暂给镇级坐标,横山镇、洲仔镇、南街镇、古水镇高易发区,牛角河组　,厚层变余砂岩夹青灰色薄层泥板岩组成韵律层，以含炭质页岩、石煤层与含磷硅质扁豆体与黄铁矿细核为特征,较软岩,平地,＜10°,小起伏山地
8.0,2012062600000067,441827115000,清远市清新县龙颈镇李坑村委迳尾林场,龙颈镇李坑村委迳尾林场,滑坡,,,2012-03-06 00:00:00,3,18.8,0,0,0.5,0.5,无坐标，暂给镇级坐标,太和镇、太平镇、龙颈镇、笔架山林场、浸潭镇、禾云镇高易发区,牛角河组　,厚层变余砂岩夹青灰色薄层泥板岩组成韵律层，以含炭质页岩、石煤层与含磷硅质扁豆体与黄铁矿细核为特征,较软岩,平地,＜10°,小起伏山地
9.0,2012062600000032,445302104000,云安县南盛镇料同村委北村村,南盛镇料同村委北村村,地面塌陷,,,2012-04-01 00:00:00,3,0,0,0,0,0,无坐标，暂给镇级坐标,富林镇、南盛镇、前锋镇、石城镇低易发区,大绀山组,石英云母片岩、云母石英片岩、石英岩夹炭质千枚岩、硅质岩、灰岩、凝灰岩及黄铁矿层，底部为石英岩夹砾岩,较软岩,平地,＜10°,丘陵
10.0,2012062600000010,441223115000,广宁县古水镇古水社区茅坪村,古水镇古水社区茅坪村,崩塌,,,2012-04-08 00:00:00,3,28.4,0,7,7.5,7.5,无坐标，暂给镇级坐标,横山镇、洲仔镇、南街镇、古水镇高易发区,牛角河组　,厚层变余砂岩夹青灰色薄层泥板岩组成韵律层，以含炭质页岩、石煤层与含磷硅质扁豆体与黄铁矿细核为特征,较软岩,平地,＜10°,小起伏山地
11.0,2012062600000011,441223115000,广宁县古水镇下丰村委上丰村,古水镇下丰村委上丰村,崩塌,,,2012-04-08 00:00:00,3,28.4,0,7,7.5,7.5,无坐标，暂给镇级坐标,横山镇、洲仔镇、南街镇、古水镇高易发区,牛角河组　,厚层变余砂岩夹青灰色薄层泥板岩组成韵律层，以含炭质页岩、石煤层与含磷硅质扁豆体与黄铁矿细核为特征,较软岩,平地,＜10°,小起伏山地
12.0,2012062600000012,441223115000,广宁县古水镇下丰村委中丰村,古水镇下丰村委中丰村,崩塌,,,2012-04-08 00:00:00,3,28.4,0,7,7.5,7.5,无坐标，暂给镇级坐标,横山镇、洲仔镇、南街镇、古水镇高易发区,牛角河组　,厚层变余砂岩夹青灰色薄层泥板岩组成韵律层，以含炭质页岩、石煤层与含磷硅质扁豆体与黄铁矿细核为特征,较软岩,平地,＜10°,小起伏山地
13.0,2012062600000013,441223115000,广宁县古水镇太和村委婆塘村,古水镇太和村委婆塘村,崩塌,,,2012-04-08 00:00:00,3,28.4,0,7,7.5,7.5,无坐标，暂给镇级坐标,横山镇、洲仔镇、南街镇、古水镇高易发区,牛角河组　,厚层变余砂岩夹青灰色薄层泥板岩组成韵律层，以含炭质页岩、石煤层与含磷硅质扁豆体与黄铁矿细核为特征,较软岩,平地,＜10°,小起伏山地
14.0,2012062600000014,441223115000,广宁县古水镇小益村委会格塘村,古水镇小益村委会格塘村,崩塌,,,2012-04-08 00:00:00,3,28.4,0,7,7.5,7.5,无坐标，暂给镇级坐标,横山镇、洲仔镇、南街镇、古水镇高易发区,牛角河组　,厚层变余砂岩夹青灰色薄层泥板岩组成韵律层，以含炭质页岩、石煤层与含磷硅质扁豆体与黄铁矿细核为特征,较软岩,平地,＜10°,小起伏山地
15.0,2012062600000015,441223115000,广宁县古水镇蒙坑村委苏坑村,古水镇蒙坑村委苏坑村,崩塌,,,2012-04-08 00:00:00,3,28.4,0,7,7.5,7.5,无坐标，暂给镇级坐标,横山镇、洲仔镇、南街镇、古水镇高易发区,牛角河组　,厚层变余砂岩夹青灰色薄层泥板岩组成韵律层，以含炭质页岩、石煤层与含磷硅质扁豆体与黄铁矿细核为特征,较软岩,平地,＜10°,小起伏山地
16.0,2012062600000045,445381106000,罗定市船步镇聂垌村,船步镇聂垌村,滑坡,,,2012-04-13 00:00:00,3,0,0,0,0,0,无坐标，暂给镇级坐标,罗镜镇、朗塘镇、太平镇、船步镇、飞马林场、罗平镇高易发区,志留纪花岗岩,中粒（中粒斑状）黑云母花岗岩,坚硬岩,平地,＜10°,小起伏山地
17.0,2012062600000073,440205108000,韶关市曲江区枫湾至小坑新建公路小笋村段,枫湾至小坑新建公路小笋村段,滑坡,,,2012-04-13 00:00:00,3,54.6,0,0.5,2,2,无坐标，暂给镇级坐标,乌石镇、马坝镇、小坑镇、枫湾镇、新韶镇、周田镇、大桥镇、樟市镇、沙溪镇、大塘镇中易发区,黄岗组,红壤化亚砂土、砂砾、卵石,较软岩,平地,＜10°,中起伏山地
18.0,2012062600000030,445323103000,云安县六都镇,六都镇堤岸,滑坡,,,2012-04-16 00:00:00,3,0,0,0,0,0,无坐标，暂给镇级坐标,六都镇、高村镇低易发区,东冲组,含钙质细粒石英砂岩、砂岩夹石英绢云母微片岩,坚硬岩,平地,＜10°,中起伏山地
19.0,2012062600000064,441827117000,清新县禾云镇鹿田村委木塱埇,禾云镇鹿田村委木塱埇,滑坡,,,2012-04-18 00:00:00,3,50.8,0,0,49,49,无坐标，暂给镇级坐标,笔架山林场、禾云镇、浸潭镇、龙颈镇高易发区,八村群（包括牛角河组、高滩组及水石组）,中细粒长石石英砂岩、长石石英粉砂岩、砂质板岩、绢云母板岩为一套浅变质岩，底部以碳质页岩或石煤层为标志,较软岩,缓坡,10°~45°,小起伏山地
20.0,2012062600000149,441781100000,阳春市春城街道更古坑村委会马岭脚村后背山,春城街道更古坑村委会马岭脚村后背山,泥石流,,,2012-04-19 00:00:00,3,47.3,0,0,28.5,28.5,无坐标，暂给镇级坐标,潭水镇、马水镇、春城街道、合水镇、陂面镇高易发区,牛角河组　,厚层变余砂岩夹青灰色薄层泥板岩组成韵律层，以含炭质页岩、石煤层与含磷硅质扁豆体与黄铁矿细核为特征,较软岩,缓坡,10°~45°,小起伏山地
21.0,2012062600000154,445322110000,郁南县千官镇侧,千官镇侧,滑坡,,,2012-04-19 00:00:00,3,40.5,0,0,33,33,无坐标，暂给镇级坐标,大方镇、历洞镇、东坝镇、通门镇、西江林场、河口镇、宋桂镇、千官镇、连滩镇、通门林场高易发区,罗洪组与罗东组并层,,未知,缓坡,10°~45°,小起伏山地
22.0,2012062600000031,445323103000,云安县六都港航管理分局后山,六都港航管理分局后山,崩塌,,,2012-04-19 00:00:00,3,9.9,0,0,8.5,8.5,无坐标，暂给镇级坐标,六都镇、高村镇低易发区,东冲组,含钙质细粒石英砂岩、砂岩夹石英绢云母微片岩,坚硬岩,平地,＜10°,中起伏山地
23.0,2012062600000035,441621109000,河源紫金县蓝塘中学2号教学楼后山,蓝塘中学2号教学楼后山,崩塌,,,2012-04-19 00:00:00,3,27,10,10,44,44,无坐标，暂给镇级坐标,上义、蓝塘、临江等全县大部分地区平原～丘陵～低山崩塌低易发亚区（C1）,,,未知,平地,＜10°,丘陵
24.0,2012062600000023,441284114000,四会市谷江镇大垌村委会严坑尾村,谷江镇大垌村委会严坑尾村,崩塌,,,2012-04-19 00:00:00,3,45.2,0,0,49,49,无坐标，暂给镇级坐标,江谷、下茆、黄田滑坡、崩塌中易发区（B2）,大绀山组,石英云母片岩、云母石英片岩、石英岩夹炭质千枚岩、硅质岩、灰岩、凝灰岩及黄铁矿层，底部为石英岩夹砾岩,较软岩,平地,＜10°,小起伏山地
25.0,2012062600000016,441223109000,广宁县南街镇林洞村委会崀顶村,南街镇林洞村委会崀顶村,崩塌,,,2012-04-19 00:00:00,3,76.7,0,0,62,62,无坐标，暂给镇级坐标,宾亨镇、横山镇、排沙镇、石涧镇、南街镇、潭布镇、联和镇、江屯镇、五和镇、螺岗镇、北市镇高易发区,晚侏罗世黑云母花岗岩,粗粒、中粒、细粒（或斑状）黑云母花岗岩,坚硬岩,平地,＜10°,中起伏山地
26.0,2012062600000055,440111005000,广州市白云区西郊村增宝仓库后座东侧,西郊村增宝仓库后座东侧,地面塌陷,,,2012-04-20 00:00:00,3,25.8,0,0,20,20,无坐标，暂给镇级坐标,江高镇—石门街道—新市街道—金沙街道地面塌陷、滑坡、崩塌高易发亚区,睦岗组,砂质粘土、粘土、淤泥夹腐木,极软岩,平地,＜10°,低海拔平原
27.0,2012062600000025,441284003000,四会市东城街道茶山居委会茶山路35号,东城街道茶山居委会茶山路35号,崩塌,,,2012-04-20 00:00:00,3,50.2,0,0,0,0,无坐标，暂给镇级坐标,黄田、石狗、贞山、城中、大旺高新区滑坡、崩塌中易发区（B3）,晚侏罗世黑云母花岗岩,粗粒、中粒、细粒（或斑状）黑云母花岗岩,坚硬岩,平地,＜10°,低海拔平原
28.0,2012062600000027,441284112000,四会市黄田镇万洞村委会进步村,黄田镇万洞村委会进步村,滑坡,,,2012-04-20 00:00:00,3,50.2,0,0,0,0,无坐标，暂给镇级坐标,黄田、石狗、贞山、城中、大旺高新区滑坡、崩塌中易发区（B3）,晚侏罗世黑云母花岗岩,粗粒、中粒、细粒（或斑状）黑云母花岗岩,坚硬岩,平地,＜10°,小起伏山地
29.0,2012062600000024,441284114000,四会市谷江镇大垌村,谷江镇大垌村,崩塌,,,2012-04-20 00:00:00,3,50.2,0,0,32,32,无坐标，暂给镇级坐标,江谷、下茆、黄田滑坡、崩塌中易发区（B2）,大绀山组,石英云母片岩、云母石英片岩、石英岩夹炭质千枚岩、硅质岩、灰岩、凝灰岩及黄铁矿层，底部为石英岩夹砾岩,较软岩,平地,＜10°,小起伏山地
30.0,2012062600000026,441284114000,四会市谷江镇先田村委会府前路,谷江镇先田村委会府前路,崩塌,,,2012-04-20 00:00:00,3,50.2,0,0,32,32,无坐标，暂给镇级坐标,江谷、下茆、黄田滑坡、崩塌中易发区（B2）,大绀山组,石英云母片岩、云母石英片岩、石英岩夹炭质千枚岩、硅质岩、灰岩、凝灰岩及黄铁矿层，底部为石英岩夹砾岩,较软岩,平地,＜10°,小起伏山地
31.0,2012062600000017,441224115000,怀集县桥头镇新平村谭芬自然村,桥头镇新平村谭芬自然村,滑坡,,,2012-04-20 00:00:00,3,46.3,0,0,40.5,40.5,无坐标，暂给镇级坐标,桥头镇、永固镇、大岗镇、梁村镇中易发区,八村群（包括牛角河组、高滩组及水石组）,中细粒长石石英砂岩、长石石英粉砂岩、砂质板岩、绢云母板岩为一套浅变质岩，底部以碳质页岩或石煤层为标志,较软岩,平地,＜10°,中起伏山地
32.0,2012062600000018,441224115000,怀集县桥头镇新平村谭芬自然村,桥头镇新平村谭芬自然村,滑坡,,,2012-04-20 00:00:00,3,46.3,0,0,40.5,40.5,无坐标，暂给镇级坐标,桥头镇、永固镇、大岗镇、梁村镇中易发区,八村群（包括牛角河组、高滩组及水石组）,中细粒长石石英砂岩、长石石英粉砂岩、砂质板岩、绢云母板岩为一套浅变质岩，底部以碳质页岩或石煤层为标志,较软岩,平地,＜10°,中起伏山地
33.0,2012062600000020,441224102000,怀集县坳仔镇坳仔村二十一队,坳仔镇坳仔村二十一队,滑坡,,,2012-04-20 00:00:00,3,46.3,0,0,0,0,无坐标，暂给镇级坐标,坳仔镇、怀城镇、凤岗镇、甘洒镇高易发区,南雄群（包括浈水组、主田组及大凤组）,砾岩、砂砾岩、含砾砂岩、不等粒砂岩、粉砂岩和粉砂质泥岩组成,较软岩,平地,＜10°,丘陵
34.0,2012062600000019,441224104000,怀集县甘洒镇钱村金双第十六经济社,甘洒镇钱村金双第十六经济社,滑坡,,,2012-04-20 00:00:00,3,46.3,0,0,7,7,无坐标，暂给镇级坐标,坳仔镇、怀城镇、凤岗镇、甘洒镇高易发区,南雄群（包括浈水组、主田组及大凤组）,砾岩、砂砾岩、含砾砂岩、不等粒砂岩、粉砂岩和粉砂质泥岩组成,较软岩,缓坡,10°~45°,丘陵
35.0,2012062600000021,441224102000,怀集县坳仔镇罗大村坑口社,坳仔镇罗大村坑口社,崩塌,,,2012-04-21 00:00:00,3,7.4,0,0,0,0,无坐标，暂给镇级坐标,坳仔镇、怀城镇、凤岗镇、甘洒镇高易发区,南雄群（包括浈水组、主田组及大凤组）,砾岩、砂砾岩、含砾砂岩、不等粒砂岩、粉砂岩和粉砂质泥岩组成,较软岩,平地,＜10°,丘陵
36.0,2012062600000022,441224102000,怀集县坳仔镇仕儒村高带社,坳仔镇仕儒村高带社,崩塌,,,2012-04-21 00:00:00,3,7.4,0,0,0,0,无坐标，暂给镇级坐标,坳仔镇、怀城镇、凤岗镇、甘洒镇高易发区,南雄群（包括浈水组、主田组及大凤组）,砾岩、砂砾岩、含砾砂岩、不等粒砂岩、粉砂岩和粉砂质泥岩组成,较软岩,平地,＜10°,丘陵
37.0,2012062600000038,441226101000,肇庆德庆县悦城镇永增村委会兰田村,悦城镇永增村委会兰田村,崩塌,,,2012-04-26 00:00:00,3,10.4,0,0,38,38,无坐标，暂给镇级坐标,悦城丘陵滑坡崩塌地面塌陷高易发区,连滩组,灰、灰白、黄白色条带状页岩为主，夹粉砂岩和砂岩。含丰富的笔石化石,较软岩,平地,＜10°,丘陵
38.0,2012062600000039,441226101000,肇庆德庆县悦城镇云邦村委会仔围村,悦城镇云邦村委会仔围村,崩塌,,,2012-04-26 00:00:00,3,10.4,0,0,38,38,无坐标，暂给镇级坐标,悦城丘陵滑坡崩塌地面塌陷高易发区,连滩组,灰、灰白、黄白色条带状页岩为主，夹粉砂岩和砂岩。含丰富的笔石化石,较软岩,平地,＜10°,丘陵
39.0,2012062600000040,441226101000,肇庆德庆县悦城镇里村村委会新庙后塘村,悦城镇里村村委会新庙后塘村,崩塌,,,2012-04-26 00:00:00,3,10.4,0,0,38,38,无坐标，暂给镇级坐标,悦城丘陵滑坡崩塌地面塌陷高易发区,连滩组,灰、灰白、黄白色条带状页岩为主，夹粉砂岩和砂岩。含丰富的笔石化石,较软岩,平地,＜10°,丘陵
40.0,2012062600000090,441424131000,五华县周江镇中兴村圩镇,周江镇中兴村圩镇,滑坡,,,2012-04-26 00:00:00,3,16.1,0,0,59,59,无坐标，暂给镇级坐标,周江镇、安流镇、横陂镇、水寨镇、转水镇高易发区,八村群（包括牛角河组、高滩组及水石组）,中细粒长石石英砂岩、长石石英粉砂岩、砂质板岩、绢云母板岩为一套浅变质岩，底部以碳质页岩或石煤层为标志,较软岩,平地,＜10°,小起伏山地
41.0,2012062600000041,441226101000,肇庆德庆县悦城镇云邦村委会大坪村,悦城镇云邦村委会大坪村,崩塌,,,2012-04-27 00:00:00,3,0.01,0,0,0,0,无坐标，暂给镇级坐标,悦城丘陵滑坡崩塌地面塌陷高易发区,连滩组,灰、灰白、黄白色条带状页岩为主，夹粉砂岩和砂岩。含丰富的笔石化石,较软岩,平地,＜10°,丘陵
42.0,2012062600000150,441781110000,阳春市马水中心小学后背山,马水中心小学后背山,滑坡,,,2012-04-28 00:00:00,3,104.8,0,0.5,53,53,无坐标，暂给镇级坐标,潭水镇、马水镇、春城街道、合水镇、陂面镇高易发区,大湾镇组,砂、砂砾夹亚砂土,较软岩,平地,＜10°,低海拔平原
43.0,2012062600000042,441226101000,肇庆德庆县悦城镇里村村委会黄旗甲村,悦城镇里村村委会黄旗甲村,崩塌,,,2012-04-28 00:00:00,3,26.4,0,0,90.5,90.5,无坐标，暂给镇级坐标,悦城丘陵滑坡崩塌地面塌陷高易发区,连滩组,灰、灰白、黄白色条带状页岩为主，夹粉砂岩和砂岩。含丰富的笔石化石,较软岩,平地,＜10°,丘陵
44.0,2012062600000043,441226101000,肇庆德庆县悦城镇永增村委会大降坑村,悦城镇永增村委会大降坑村,滑坡,,,2012-04-28 00:00:00,3,26.4,0,0,90.5,90.5,无坐标，暂给镇级坐标,悦城丘陵滑坡崩塌地面塌陷高易发区,连滩组,灰、灰白、黄白色条带状页岩为主，夹粉砂岩和砂岩。含丰富的笔石化石,较软岩,平地,＜10°,丘陵
45.0,2012062600000034,445323103000,云浮云安县黄湾逢远堤,黄湾逢远堤,滑坡,,,2012-04-30 00:00:00,3,0,0,0,0,0,无坐标，暂给镇级坐标,六都镇、高村镇低易发区,东冲组,含钙质细粒石英砂岩、砂岩夹石英绢云母微片岩,坚硬岩,平地,＜10°,中起伏山地
46.0,2012062600000071,440282110000,韶关南雄市水口镇群星村,水口镇群星村,滑坡,,,2012-05-01 00:00:00,3,8,0.5,0.5,1,1,无坐标，暂给镇级坐标,江头北部-水口中部低山丘陵崩塌、滑坡、不稳定斜坡高易发亚区(A3),南雄群（包括浈水组、主田组及大凤组）,砾岩、砂砾岩、含砾砂岩、不等粒砂岩、粉砂岩和粉砂质泥岩组成,较软岩,平地,＜10°,小起伏山地
47.0,2012062600000049,440229109000,韶关翁源县官渡镇利龙村坪滩村小组,官渡镇利龙村坪滩村小组,崩塌,,,2012-05-02 00:00:00,3,35.8,0,0,2,2,无坐标，暂给镇级坐标,官渡镇、龙仙镇、翁城镇、江尾镇、新江镇低易发区,大湾镇组,砂、砂砾夹亚砂土,较软岩,平地,＜10°,小起伏山地
48.0,2012062600000068,441881104000,清远英德市横石塘镇前锋村窑头山,横石塘镇前锋村窑头山,崩塌,,,2012-05-02 00:00:00,3,3.3,0,0,2,2,无坐标，暂给镇级坐标,白沙镇、青塘镇、桥头镇、东华镇、横石水镇、大站镇、望埠镇、沙口镇中易发区,黄岗组,红壤化亚砂土、砂砾、卵石,较软岩,平地,＜10°,冲积台地
49.0,2012062600000047,440229115000,韶关翁源县铁龙林场龙化工区黄麻坳,铁龙林场龙化工区黄麻坳,滑坡,,,2012-05-02 00:00:00,3,35.8,0,0,0,0,无坐标，暂给镇级坐标,翁城镇、新江镇、铁龙镇中易发区,石磴子组,生物碎屑粉晶泥晶灰岩夹白云质灰岩、白云岩,较硬岩,缓坡,10°~45°,大起伏山地
50.0,2012062600000046,440229114000,韶关翁源县新江镇连新村饭甑湖村小组,新江镇连新村饭甑湖村小组,滑坡,,,2012-05-02 00:00:00,3,35.8,0,9,13.5,13.5,无坐标，暂给镇级坐标,翁城镇、新江镇、铁龙镇中易发区,晚侏罗世英安玢岩,英安玢岩,较硬岩,缓坡,10°~45°,中起伏山地
51.0,2012062600000050,440229114000,韶关翁源县新江镇新江中学,新江镇新江中学,崩塌,,,2012-05-02 00:00:00,3,35.8,0,9,13.5,13.5,无坐标，暂给镇级坐标,翁城镇、新江镇、铁龙镇中易发区,晚侏罗世英安玢岩,英安玢岩,较硬岩,缓坡,10°~45°,中起伏山地
52.0,2012062600000048,440229104000,韶关翁源县坝仔镇群辉村下河组,坝仔镇群辉村下河组,滑坡,,,2012-05-02 00:00:00,3,35.8,0,0.5,1.5,1.5,无坐标，暂给镇级坐标,官渡镇、翁城镇、龙仙镇、坝仔镇、江尾镇高易发区,晚侏罗世黑云母花岗岩,粗粒、中粒、细粒（或斑状）黑云母花岗岩,坚硬岩,平地,＜10°,丘陵
53.0,2012062600000081,440222105000,始兴县S346线都亨—司前,S346线都亨—司前,滑坡,,,2012-05-02 00:00:00,3,5.2,0,0,3,3,无坐标，暂给镇级坐标,司前镇、罗坝镇低易发区,晚侏罗世黑云母花岗岩,粗粒、中粒、细粒（或斑状）黑云母花岗岩,坚硬岩,缓坡,10°~45°,中起伏山地
54.0,2012062600000058,441424127000,梅州五华县龙村镇先河宝洁小学,龙村镇先河宝洁小学,崩塌,,,2012-05-03 00:00:00,3,11.8,0,1,8.5,8.5,无坐标，暂给镇级坐标,龙村镇高易发区,南山村组,英安－流纹质、流纹质火山碎屑岩，夹少量火山碎屑沉积岩,软岩,缓坡,10°~45°,中起伏山地
55.0,2012062600000082,441424133000,五华县安流镇联和村黄蜂寨,安流镇联和村黄蜂寨,崩塌,,,2012-05-03 00:00:00,3,11.8,0,1,11,11,无坐标，暂给镇级坐标,梅林镇、安流镇、横陂镇低易发区,优胜组,火山质砾岩、流纹岩、流纹－英安质熔岩、沉凝灰岩、玄武岩,较软岩,平地,＜10°,小起伏山地
56.0,2012062600000059,441481125000,梅州兴宁市大坪镇下大唐村委山下队对村,大坪镇下大唐村委山下队对村,崩塌,,,2012-05-03 00:00:00,3,20.4,0,0,48.5,48.5,无坐标，暂给镇级坐标,大坪东侧丘陵崩塌、滑坡地质灾害易中发亚区,晚侏罗世黑云母花岗岩,粗粒、中粒、细粒（或斑状）黑云母花岗岩,坚硬岩,平地,＜10°,小起伏山地
57.0,2012062600000060,441481125000,梅州兴宁市大坪镇大富村委吴径背村,大坪镇大富村委吴径背村,崩塌,,,2012-05-03 00:00:00,3,20.4,0,0,48.5,48.5,无坐标，暂给镇级坐标,大坪东侧丘陵崩塌、滑坡地质灾害易中发亚区,晚侏罗世黑云母花岗岩,粗粒、中粒、细粒（或斑状）黑云母花岗岩,坚硬岩,平地,＜10°,小起伏山地
58.0,2012062600000061,441421104000,梅州梅县大坪镇青莲村委上角村,大坪镇青莲村委上角村,崩塌,,,2012-05-03 00:00:00,3,9,0,0,8.5,8.5,无坐标，暂给镇级坐标,梅西、石坑、大坪、石扇和南口平原～丘陵滑坡、崩塌、地面塌陷地质灾害高易发亚区,,,未知,平地,＜10°,小起伏山地
59.0,2012062600000036,441621116000,河源紫金县瓦溪镇围澳村上排,瓦溪镇围澳村上排,滑坡,,,2012-05-04 00:00:00,3,3.7,0,0,7.5,7.5,无坐标，暂给镇级坐标,上义、蓝塘、临江等全县大部分地区平原～丘陵～低山崩塌低易发亚区（C1）,桥源组,灰黑色中、细粒长石石英砂岩、粉砂岩和泥岩互层，夹少量粗粒砂岩、煤层和煤线,较软岩,平地,＜10°,小起伏山地
60.0,2012062600000072,440205108000,韶关市曲江区枫湾镇梅子斜村,枫湾镇梅子斜村,滑坡,,,2012-05-08 00:00:00,3,0.2,0,0,0,0,无坐标，暂给镇级坐标,乌石镇、马坝镇、小坑镇、枫湾镇、新韶镇、周田镇、大桥镇、樟市镇、沙溪镇、大塘镇中易发区,黄岗组,红壤化亚砂土、砂砾、卵石,较软岩,平地,＜10°,中起伏山地
61.0,2012062600000091,441422116000,大埔县百侯镇软桥村半岭村民小组,百侯镇软桥村半岭村民小组,崩塌,,,2012-05-10 00:00:00,3,0,0,0,0,0,无坐标，暂给镇级坐标,大东、枫朗、百侯、湖寮花岗岩、碎屑岩低山、丘陵滑坡、崩塌高易发亚区,晚侏罗世黑云母花岗岩,粗粒、中粒、细粒（或斑状）黑云母花岗岩,坚硬岩,缓坡,10°~45°,小起伏山地
62.0,2012062600000051,441421116000,梅县松源镇豪秀村7队,松源镇豪秀村7队,滑坡,,,2012-05-10 00:00:00,3,0.3,0,0,0,0,无坐标，暂给镇级坐标,隆文、桃尧、松源平原～丘陵崩塌、滑坡地质灾害中易发亚区,合水组,砾岩、砂砾岩、含砾砂岩、砂岩、凝灰质砂岩、粉砂岩夹含铜砂岩和粉砂质泥岩,较软岩,平地,＜10°,丘陵
63.0,2012062600000053,441625114000,河源东源县锡场镇桥西(渔队),锡场镇桥西(渔队),崩塌,,,2012-05-13 00:00:00,3,0,0,0.5,4.5,4.5,无坐标，暂给镇级坐标,新回龙镇、仙塘镇、双江镇、灯塔镇、涧头镇、顺天镇、新丰江林场、锡场镇、新港镇、半江镇中易发区,八村群（包括牛角河组、高滩组及水石组）,中细粒长石石英砂岩、长石石英粉砂岩、砂质板岩、绢云母板岩为一套浅变质岩，底部以碳质页岩或石煤层为标志,较软岩,平地,＜10°,丘陵
64.0,2012062600000065,441825002000,清远连山县小三江镇三才村委班管村后山,小三江镇三才村委班管村后山,滑坡,,,2012-05-13 00:00:00,3,24.1,0.5,44,81.5,81.5,无坐标，暂给镇级坐标,小三江镇平原～丘陵～低山滑坡、崩塌中易发亚区,晚侏罗世黑云母花岗岩,粗粒、中粒、细粒（或斑状）黑云母花岗岩,坚硬岩,平地,＜10°,中起伏山地
65.0,2012062600000052,441622118000,河源龙川县赤光镇潭芬村下王经济合作社刘火连屋,赤光镇潭芬村下王经济合作社刘火连屋,崩塌,,,2012-05-13 00:00:00,3,0,0,0,0,0,无坐标，暂给镇级坐标,田心镇、黄石镇、回龙镇、赤光镇、车田镇、新田镇、岩镇镇、坪山林场、龙母镇、黎咀镇、铁场镇高易发区,合水组,砾岩、砂砾岩、含砾砂岩、砂岩、凝灰质砂岩、粉砂岩夹含铜砂岩和粉砂质泥岩,较软岩,平地,＜10°,小起伏山地
66.0,2012062600000074,440203102000,韶关市武江区龙归镇寺前村委桥源埂,龙归镇寺前村委桥源埂,滑坡,,,2012-05-13 00:00:00,3,86,0,0,24,24,无坐标，暂给镇级坐标,龙归镇丘陵～河谷平原滑坡、崩塌中易发亚区,测水组与梓门桥组并层,,未知,平地,＜10°,中起伏山地
67.0,2012062600000075,440203102000,韶关市武江区龙归镇寺前村委桥源埂,龙归镇寺前村委桥源埂,滑坡,,,2012-05-13 00:00:00,3,86,0,0,24,24,无坐标，暂给镇级坐标,龙归镇丘陵～河谷平原滑坡、崩塌中易发亚区,测水组与梓门桥组并层,,未知,平地,＜10°,中起伏山地
